"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","vor","overallRank","adp","aav","adpDiff","exp","ecrPosition","sdRank","ecrRank","risk"
"Robert Alford","DB","ATL",2539653,1988-11-01,54.2666666666667,13.62,89.38,48.842024255075,47,0.341666666666669,8,-18.7,318,170,3.115,148,3,NA,NA,NA,5.43270618446167
"Austin Hooper","TE","ATL",2555415,1994-10-29,61.54,11.52,92.41,35.1563390443317,17,4.21404761904763,5,-18.8010833333333,319,104.24,4.35,214.76,0,16.8,3.5,146.9,6.68020721416431
"Corey Graham","DB","BUF",2495613,1985-07-25,54,10.8,97.2,76.3675323681471,48,0.149999999999999,8,-18.9666666666667,320,NA,23.9,NA,9,NA,NA,NA,9.15689631385311
"David Amerson","DB","OAK",2540170,1991-12-08,53.85,15.69,82.17,46.6933881829109,49,0.00833333333333286,8,-19.1166666666667,321,170,5.38,151,3,NA,NA,NA,5.14199659179087
"Dontae Johnson","DB","SF",2543739,1991-12-01,53.85,53.85,53.85,NA,49,0.275000000000006,8,-19.1166666666667,321,170,1.54,151,2,NA,NA,NA,NA
"Janoris Jenkins","DB","NYG",2532875,1988-10-29,53.8333333333333,15.9,81.5,46.6377886839989,51,0.55833333333333,8,-19.1333333333333,323,170,6.315,153,4,NA,NA,NA,5.13447400204624
"Jared Crick","DL","DEN",2532822,1989-08-21,30.8333333333333,7.6,51.2,27.9478681357511,60,0.091666666666665,5,-19.3722222222222,324,170,2.905,154,4,NA,NA,NA,4.98809208888462
"Brandon Williams","DL","BAL",2541302,1989-02-21,30.8166666666667,8.49,48.49,26.9536794025108,61,0.358333333333334,5,-19.3888888888889,325,170,4.95,155,3,NA,NA,NA,4.82660375461352
"Darren McFadden","RB","DAL",284,1987-08-27,66.76,0.24,115.498,44.8036095086099,49,1.64750000000001,8,-19.4366666666667,326,95.038,6.80333333333333,230.962,8,46.7,14.3,128.3,8.03568479561383
"Dolphins","DST","MIA",100019,NA,142.6,52,106.4,33.7975766953223,21,1.21666666666667,6,-19.4611111111111,327,157.83,2.89666666666667,169.17,46,20.2,3.6,238.9,4.95576890092366
"Michael Brockers","DL","LAR",2533050,1990-12-21,30.6666666666667,7.3,51.7,28.2060868135467,62,0.416666666666664,5,-19.5388888888889,328,NA,9.26,NA,4,NA,NA,NA,5.03003513527077
"Xavien Howard","DB","MIA",2555539,1993-07-04,53.3166666666667,15.8,80.56,46.1838806655887,52,0.191666666666663,8,-19.65,329,227.7,2.885,101.3,0,NA,NA,NA,5.07306043050123
"Adrian Amos","DB","CHI",2552385,1993-04-29,53.2333333333333,15.4,81.56,46.1894288050127,53,0.225000000000001,8,-19.7333333333333,330,NA,8.63,NA,1,NA,NA,NA,5.07381109152425
"Xavier Rhodes","DB","MIN",2540155,1990-06-19,53.0166666666667,14.32,84.28,46.5927122341395,54,0.0333333333333314,8,-19.95,331,170,3.905,161,3,NA,NA,NA,5.12837517658788
"Devin Taylor","DL","DET",2539304,1989-11-15,30.25,6.05000000000001,54.45,42.7799602617861,63,0.5,5,-19.9555555555556,332,NA,9.22,NA,3,NA,NA,NA,7.39730250447865
"Jaye Howard","DL","KC",2533006,1988-12-20,30.25,6.05000000000001,54.45,42.7799602617861,63,0.200000000000003,5,-19.9555555555556,332,NA,10.14,NA,4,NA,NA,NA,7.39730250447865
"Mario Williams","DL","MIA",2495982,1985-01-31,30.25,6.05000000000001,54.45,42.7799602617861,63,0,5,-19.9555555555556,332,NA,15.35,NA,10,NA,NA,NA,7.39730250447865
"Josh Shaw","DB","CIN",2552259,1992-03-27,53,10.6,95.4,74.953318805774,55,0.491666666666674,8,-19.9666666666667,335,NA,3,NA,1,NA,NA,NA,8.96555379010366
"Chris Harris","DB","DEN",2530510,1989-06-18,52.9666666666667,15.56,80.44,45.9001452430527,56,1.03333333333333,8,-20,336,186,5.355,150,5,NA,NA,NA,5.03467114244063
"Christine Michael","RB","GB",2539322,1990-11-09,66.1,13.22,118.98,66.1,50,2.51916666666666,8,-20.0966666666667,337,135.415,10.565,201.585,3,NA,NA,NA,9.66355310175695
"Bills","DST","BUF",100003,NA,141.8,51.88,104.6,32.976903894638,22,1.31666666666666,6,-20.2611111111111,338,156.69,3.01,181.31,46,19.9,5.1,228,6.5762238220696
"Chris Jones","DL","KC",2556369,1994-07-03,29.85,5.97000000000001,53.73,42.2142748368369,66,0.316666666666666,5,-20.3555555555556,339,170,2.115,169,0,NA,NA,NA,7.30541693593197
"Terrance Williams","WR","DAL",2539205,1989-09-18,71.3014285714286,48.587,88.952,29.75272301035,56,0.842142857142861,6,-20.3708134920635,340,155.256666666667,4.33333333333333,184.743333333333,3,82.7,10.6,229.6,6.09425655317199
"Andre Branch","DL","MIA",2532801,1989-07-14,29.65,5.93000000000001,53.37,41.9314321243623,67,0.358333333333331,5,-20.5555555555556,341,170,3.09,171,4,NA,NA,NA,7.25947415165863
"Antonio Gates","TE","SD",2505299,1980-06-18,59.7333333333333,17.92,98.68,46.1255051161743,18,4.83654761904762,5,-20.60775,342,84.4766666666667,13.39,257.523333333333,13,NA,NA,NA,11.2714552002873
"Robert Nkemdiche","DL","ARI",2555336,1994-09-19,29.4166666666667,7.36,48.52,26.507750438944,68,0.333333333333332,5,-20.7888888888889,343,170,4.635,173,0,NA,NA,NA,4.75417050011974
"Vince Williams","LB","PIT",2540221,1989-12-27,60.675,12.135,109.215,85.8074078969875,39,1.09166666666667,3,-20.8638888888889,344,195,1.835,149,3,NA,NA,NA,8.79104983591839
"George Iloka","DB","CIN",2532869,1990-06-20,52.05,15,79.92,45.1813844409398,57,0.258333333333333,8,-20.9166666666667,345,170,4.54,175,4,NA,NA,NA,4.93742309624195
"Kendall Langford","DL","IND",270,1986-01-27,29.1666666666667,8,46,25.5359224100743,69,0.633333333333336,5,-21.0388888888889,346,NA,5.89,NA,8,NA,NA,NA,4.59631426585261
"Redskins","DST","WAS",100032,NA,140.966666666667,51.88,102.2,32.2861093528294,23,1.32500000000002,6,-21.0944444444444,347,159.7,2.79,187.3,46,24.4,3.4,259.9,4.41269588803875
"Orlando Scandrick","DB","DAL",2307,1987-02-10,51.8166666666667,15.5,77.86,44.8751137417314,58,0.216666666666669,8,-21.15,348,261,3.075,87,8,NA,NA,NA,4.89598479435018
"Marqise Lee","WR","JAC",2543475,1991-11-25,70.4971428571429,31.99,101.165,34.5484308985375,57,1.08488095238096,6,-21.1750992063492,349,104.15,3.32333333333333,244.85,2,65.1,7.3,173.8,5.8124453206091
"Patrick Chung","DB","NE",71251,1987-08-19,51.7666666666667,15.4,78.04,44.8359602700035,59,0.466666666666669,8,-21.2,350,222.3,3.705,127.7,7,NA,NA,NA,4.89068734544056
"Corey Liuget","DL","SD",2495483,1990-03-18,29,5.80000000000001,52.2,41.0121933088198,70,0.966666666666669,5,-21.2055555555556,351,NA,10.93,NA,5,NA,NA,NA,7.11016010277028
"Tavon Austin","WR","LAR",2539336,1991-03-15,70.4214285714286,38.801,105.6,36.7249387546203,58,2.28238095238093,6,-21.2508134920635,352,144.456666666667,9.54,207.543333333333,3,72.6,9.3,202.6,6.30146888309522
"Desmond Trufant","DB","ATL",2539334,1990-09-10,51.4333333333333,13.72,82.28,45.3557420106135,60,0.5,8,-21.5333333333333,353,170,3.195,183,3,NA,NA,NA,4.961013604991
"Malcolm Smith","LB","OAK",2499278,1989-07-05,59.75,11.95,107.55,84.4992603517924,40,0.558333333333337,3,-21.7888888888889,354,136.9,33.3,217.1,5,NA,NA,NA,8.67361762402245
"Damarious Randall","DB","GB",2552389,1992-08-29,51.1666666666667,14.38,79.66,44.5762642370728,61,0.516666666666666,8,-21.8,355,NA,7.82,NA,1,NA,NA,NA,4.85555057708337
"Cowboys","DST","DAL",100008,NA,140,52,99.4,31.8456096996565,24,2.56666666666666,6,-22.0611111111111,356,149.216666666667,2.84,206.783333333333,46,24,3.4,232.8,4.32382570207707
"Mike Gillislee","RB","BUF",2539663,1990-11-01,64.125,12.84,116.5,51.682994059942,51,1.64333333333333,8,-22.0716666666667,357,38.635,6.28,318.365,3,NA,NA,NA,8.18512847876271
"Nigel Bradham","LB","PHI",2532800,1989-09-04,59.4166666666667,15.4,96.4,52.8655921496519,41,1.43333333333333,3,-22.1222222222222,358,199.2,5.18,158.8,4,NA,NA,NA,5.83386790236126
"Danny Shelton","DL","CLE",2552325,1993-08-20,28.0666666666667,6.44,48.04,26.2452535391322,71,0.529166666666665,5,-22.1388888888889,359,170,3.49,189,1,NA,NA,NA,4.71153253241339
"William Hayes","DL","LAR",4483,1985-05-02,28,5.6,50.4,39.5979797464467,72,0.929166666666667,5,-22.2055555555556,360,NA,7.08,NA,8,NA,NA,NA,6.88044618140358
"Andrew Sendejo","DB","MIN",2525323,1987-09-09,50.7,13.6,80.88,44.6393324322844,62,0.18333333333333,8,-22.2666666666667,361,170,3.835,191,6,NA,NA,NA,4.86408367842054
"Darqueze Dennard","DB","CIN",2543474,1991-08-10,50.6,50.6,50.6,NA,63,0.258333333333333,8,-22.3666666666667,362,NA,5.09,NA,2,NA,NA,NA,NA
"Darius Slay","DB","DET",2540288,1991-01-01,50.4333333333333,15,76.04,43.6813842881992,64,0.25833333333334,8,-22.5333333333333,363,170,3.22,193,3,NA,NA,NA,4.73447368146732
"Jordan Hicks","LB","PHI",2552315,1992-06-27,58.9666666666667,11.62,106.66,59.4047416738204,42,2,3,-22.5722222222222,364,211.5,14.49,152.5,1,NA,NA,NA,6.42088638919934
"Antoine Bethea","DB","SF",2495807,1984-07-07,50.25,10.05,90.45,71.064231509248,65,0.266666666666666,8,-22.7166666666667,365,NA,11.1,NA,10,NA,NA,NA,8.43936184979265
"Colts","DST","IND",100014,NA,139.283333333333,50.2,101,32.2366220560918,25,4.20833333333334,7,-22.7777777777778,366,158.873333333333,2.63,207.126666666667,46,27.1,4.7,259,5.95059980009218
"Byron Maxwell","DB","MIA",2495310,1988-02-23,50.1,11.5,85.74,46.8404739514877,66,0.416666666666664,8,-22.8666666666667,367,267.7,3.525,99.3,5,NA,NA,NA,5.16189723686735
"Darian Stewart","DB","DEN",494307,1988-08-04,49.8666666666667,13.1,80.38,44.175822950267,67,0.516666666666666,8,-23.1,368,170,4.03,198,6,NA,NA,NA,4.80137103272776
"Sheldon Rankins","DL","NO",2555242,1994-04-02,27.075,5.415,48.735,38.2898322012515,73,0.0416666666666679,5,-23.1305555555556,369,170,3.875,199,0,NA,NA,NA,6.66796080413939
"Quinton Dial","DL","SF",2539960,1990-07-21,27.0666666666667,5.84,47.44,26.065558373711,74,0.216666666666665,5,-23.1388888888889,370,NA,4.35,NA,3,NA,NA,NA,4.68234423851081
"DeAndre Washington","RB","OAK",2555464,1993-02-22,63.0366666666667,54.55,69.722,7.73581856618218,52,1.59190476190477,9,-23.16,371,118.59,6.66333333333333,252.41,0,58.1,8.3,173.4,4.60399014083943
"Chris Long","DL","NE",276,1985-03-28,27,5.4,48.6,38.1837661840736,75,0.824999999999999,5,-23.2055555555556,372,NA,8.59,NA,8,NA,NA,NA,6.65073226003689
"Brandon LaFell","WR","CIN",497302,1986-11-04,68.4030952380952,35.938,109.358,35.8754139230429,59,0.753095238095241,6,-23.2691468253968,373,160.255,4.15,212.745,6,81.5,11.2,227.1,6.58340501759969
"Mike Adams","DB","IND",2505708,1981-03-24,49.5,9.90000000000001,89.1,70.0035713374682,68,0.399999999999999,8,-23.4666666666667,374,NA,11.48,NA,12,NA,NA,NA,8.29585495698056
"Henry Anderson","DL","IND",2552272,1991-08-03,26.7,3.22,54.42,33.2906893890769,76,1.06666666666667,5,-23.5055555555556,375,NA,7.97,NA,1,NA,NA,NA,5.85593868144827
"Kareem Jackson","DB","HOU",496735,1988-04-10,49.2,14.62,74.22,42.6141995114305,69,0.25833333333334,8,-23.7666666666667,376,170,4.64,206,6,NA,NA,NA,4.59008401223569
"Eric Decker","WR","NYJ",497284,1987-03-15,67.875,10.4,125.36,56.3996176848744,60,0.947738095238094,6,-23.7972420634921,377,54.09,34.565,322.91,6,NA,NA,NA,9.76692985916347
"Kai Forbath","K","MIN",2495150,1987-09-02,88.4718885281385,18.33,126.792537878788,52.5396063369593,18,6.66968688990748,5,-23.8786300002061,378,123.8275,2.37333333333333,254.1725,5,23.9,3.3,290.3,5.34366659369782
"Jason McCourty","DB","TEN",89756,1987-08-13,49,9.80000000000001,88.2,69.2964645562817,70,0.150000000000006,8,-23.9666666666667,379,NA,8.43,NA,7,NA,NA,NA,8.20018369510583
"Delvin Breaux","DB","NO",2552615,1989-10-25,48.8833333333333,13.33,77.33,42.8572144840671,71,0.241666666666667,8,-24.0833333333333,380,NA,6.2,NA,1,NA,NA,NA,4.62296383987303
"James Bradberry","DB","CAR",2555175,1993-08-04,48.8166666666667,11.6,82.36,44.934405897189,72,0.674999999999997,8,-24.15,381,197.9,2.825,183.1,0,NA,NA,NA,4.90400699903387
"Pierre Garcon","WR","WAS",2346,1986-08-08,67.425,26.97,98.38,40.2513586727206,61,1.12011904761904,6,-24.2472420634921,382,91.3666666666667,8.265,290.633333333333,8,NA,NA,NA,7.74495667069303
"Jacquizz Rodgers","RB","TB",2495471,1990-02-06,61.9266666666667,35.46,89.698,34.7942876857043,53,1.82238095238095,9,-24.27,383,128.016666666667,2.68,254.983333333333,5,47.8,8.2,136.3,5.96585799364373
"William Gay","DB","PIT",2507220,1985-01-01,48.4666666666667,13.28,76.48,42.4435311129191,73,0.80833333333333,8,-24.5,384,170,3.17,214,9,NA,NA,NA,4.56699264685475
"Lawrence Timmons","LB","PIT",2495762,1986-05-14,57,11.4,102.6,80.6101730552664,43,0.233333333333334,3,-24.5388888888889,385,NA,24.04,NA,9,NA,NA,NA,8.32449483189939
"Nate Orchard","DL","CLE",2552299,1993-01-05,25.65,0.69,59.49,41.4752034353058,77,0.191666666666666,5,-24.5555555555556,386,NA,4.9,NA,1,NA,NA,NA,7.18536788935742
"Arik Armstead","DL","SF",2552493,1994-11-15,25.6166666666667,5.47,45.07,24.7954800988675,78,0.591666666666669,6,-24.5888888888889,387,170,2.745,217,1,NA,NA,NA,4.47604253930537
"Anthony Hitchens","LB","DAL",2543592,1992-06-10,56.9333333333333,15.36,90.56,50.0501082249912,44,0.600000000000001,3,-24.6055555555556,388,170,5.08,218,2,NA,NA,NA,5.5811223263406
"Clinton McDonald","DL","TB",89758,1987-01-06,25.3,7.58,37.98,21.9104997660939,79,0.5625,6,-24.9055555555556,389,170,5.14,219,7,NA,NA,NA,4.0074286305297
"Anthony Barr","LB","MIN",2543459,1992-03-18,56.6,16.16,87.36,49.1882099694632,45,0.554166666666667,3,-24.9388888888889,390,170,9.925,220,2,NA,NA,NA,5.50374984725927
"Joe Haden","DB","CLE",496733,1989-04-14,47.8166666666667,13.49,74.29,41.6305276610006,74,0.491666666666667,9,-25.15,391,170,3.735,221,6,NA,NA,NA,4.45699360820455
"Robert Turbin","RB","IND",2533460,1989-12-02,60.9628571428571,30.94,87.328,30.6229860978811,54,3.46142857142857,9,-25.2338095238095,392,109.606666666667,1.94,282.393333333333,4,66.5,10,201.8,6.21130846826638
"Devin Funchess","WR","CAR",2552458,1994-05-21,66.4295238095238,41.216,93.1416666666667,30.1151121916045,62,0.576904761904771,6,-25.2427182539682,393,114.1525,9.14,278.8475,1,67.8,8.8,187.1,5.79946053899703
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,54.9185714285714,23.8,79.226,27.7602606145503,19,0.118571428571421,6,-25.4225119047619,394,159.765,1.92,234.235,2,19.5,3.9,157.7,6.17265126586893
"Rob Ninkovich","DL","NE",2495920,1984-02-01,24.75,4.95,44.55,35.0017856687341,80,0.129166666666666,6,-25.4555555555556,395,NA,16.89,NA,10,NA,NA,NA,6.13387593696182
"Julius Thomas","TE","JAC",2495353,1988-06-27,54.875,21.95,83.28,35.2494946772291,20,0.263124999999995,6,-25.4660833333333,396,81.3233333333333,18.43,314.676666666667,5,NA,NA,NA,9.29531633976349
"Tyvon Branch","DB","ARI",1681,1986-12-11,47.5,13.46,73.62,41.3254159083729,75,0.358333333333334,9,-25.4666666666667,397,170,3.22,227,8,NA,NA,NA,4.41571211131703
"Mason Foster","LB","WAS",2495281,1989-03-01,56.0666666666667,14.9,89.86,49.4950839309656,46,0.554166666666667,3,-25.4722222222222,398,170,4.07,228,5,NA,NA,NA,5.5312978774527
"Jacquies Smith","DL","TB",2533005,1990-03-18,24.725,4.945,44.505,34.9664303296748,81,0.216666666666669,6,-25.4805555555556,399,NA,8.16,NA,3,NA,NA,NA,6.12813308892765
"Breshad Perriman","WR","BAL",2552597,1993-09-10,66.1802380952381,31.962,89.2155,30.6172571997456,63,0.673333333333332,6,-25.492003968254,400,112.5975,7.35333333333333,287.4025,1,62.4,8.1,167.6,5.70743212050607
"B.J. Goodson","LB","NYG",2555522,1993-05-29,56.025,11.205,100.845,79.2313148319526,47,1.025,3,-25.5138888888889,401,233.8,1.975,167.2,0,NA,NA,NA,8.20071493287394
"Jared Cook","TE","GB",71265,1987-04-07,54.725,19.96,84.5,34.609274407303,21,0.349375000000009,6,-25.6160833333333,402,93.2733333333333,9.365,308.726666666667,7,NA,NA,NA,9.17899021431536
"Vinny Curry","DL","PHI",2532825,1988-06-30,24.5166666666667,7.01,37.81,21.3020147716908,82,0.0166666666666657,6,-25.6888888888889,403,NA,10.61,NA,4,NA,NA,NA,3.90859103069607
"Brandon Mebane","DL","SD",2495677,1985-01-15,24.5,4.9,44.1,34.6482322781408,83,0.0499999999999972,6,-25.7055555555556,404,NA,4.66,NA,9,NA,NA,NA,6.07644745662015
"Dontari Poe","DL","KC",2533435,1990-08-18,24.5,4.9,44.1,34.6482322781408,83,0.174999999999997,6,-25.7055555555556,404,NA,8.41,NA,4,NA,NA,NA,6.07644745662015
"Darius Latham","DL","OAK",2556811,1994-11-09,24.4,4.88,43.92,34.5068109219035,85,0.150000000000002,6,-25.8055555555556,406,NA,3.19,NA,0,NA,NA,NA,6.05347606448348
"Dre Kirkpatrick","DB","CIN",2533060,1989-10-26,47.15,12.59,75.39,41.5667234696217,76,0.0958333333333314,9,-25.8166666666667,407,170,3.78,237,4,NA,NA,NA,4.44836092688325
"Aqib Talib","DB","DEN",1302,1986-02-13,47.1333333333333,12.76,74.84,41.3977455102731,77,0.470833333333331,9,-25.8333333333333,408,129.5,3.88,278.5,8,NA,NA,NA,4.42549827723821
"Zach Miller","TE","CHI",238457,1984-10-04,54.49875,35.68,75.492,25.403712542412,22,2.435,6,-25.8423333333333,409,153.753333333333,5.97666666666667,255.246666666667,7,27.2,6,202.9,6.82148815068498
"Justin Ellis","DL","OAK",2543812,1990-12-27,24.25,5.45,41.85,22.8978710800808,86,0.266666666666666,6,-25.9555555555556,410,NA,5.12,NA,2,NA,NA,NA,4.16780959590548
"SenDerrick Marks","DL","JAC",79603,1987-02-23,24.25,4.85,43.65,34.2946788875476,86,0.125,6,-25.9555555555556,410,NA,10.92,NA,7,NA,NA,NA,6.01901897627847
"Miles Killebrew","DB","DET",2555315,1993-05-10,46.975,9.39500000000001,84.555,66.4326820924761,78,0.675000000000004,9,-25.9916666666667,412,NA,5.89,NA,0,NA,NA,NA,7.81271508451318
"Jesse James","TE","PIT",2552633,1994-06-04,54.2525,43.402,66.372,20.8971760951091,23,4.45714285714286,6,-26.0885833333333,413,120.6275,3.74666666666667,292.3725,1,27,4.9,209.1,5.96006724866426
"Ted Ginn","WR","CAR",2507166,1985-04-12,65.525,26.21,91.7,38.2050634733146,64,0.577857142857141,6,-26.1472420634921,414,102.296666666667,7,311.703333333333,9,NA,NA,NA,7.48873375367265
"Kevin White","WR","CHI",2553432,1992-06-25,65.4888095238095,27.09,96.785,33.9287805757965,65,1.40892857142856,6,-26.1834325396825,415,105.434,16.69,309.566,1,60.4,8.6,156.6,6.00294512023091
"Alan Branch","DL","NE",2495561,1984-12-29,24,4.8,43.2,33.9411254969543,88,0.0916666666666686,6,-26.2055555555556,416,170,2.765,246,9,NA,NA,NA,5.9615904959368
"Denico Autry","DL","OAK",2550646,1990-07-15,23.9666666666667,6.38,38.38,21.14718263347,89,0.12916666666667,6,-26.2388888888889,417,NA,5.36,NA,2016,NA,NA,NA,3.8834412947788
"Ahtyba Rubin","DL","SEA",1344,1986-07-25,23.85,4.77,42.93,33.7289934625983,90,0.0624999999999964,6,-26.3555555555556,418,170,1.96,248,8,NA,NA,NA,5.92713340773179
"Jihad Ward","DL","OAK",2555248,1994-03-11,23.825,4.765,42.885,33.693638123539,91,0.462500000000002,6,-26.3805555555556,419,NA,4.53,NA,0,NA,NA,NA,5.92139055969762
"Desmond Bryant","DL","CLE",2507568,1985-12-15,23.75,4.75,42.75,33.587572106361,92,0.862500000000001,6,-26.4555555555556,420,170,2.63,250,7,NA,NA,NA,5.90416201559512
"Alex Smith","QB","KC",2506340,1984-05-07,203.81825,163.0546,257.856,79.1414974045696,19,3.03312500000001,4,-26.4744166666667,421,108.6125,7.33666666666667,312.3875,11,23.9,2.3,178.3,5.95331761511833
"49ers","DST","SF",100029,NA,135.583333333333,39.4,96.8,31.7736757120414,26,1.45833333333331,8,-26.4777777777778,422,159.653333333333,2.71,262.346666666667,46,29.7,2.4,298.3,3.11863011761423
"DQwell Jackson","LB","IND",2506889,1983-09-26,55,11,99,77.7817459305202,48,1.31666666666666,3,-26.5388888888889,423,170,16.745,253,10,NA,NA,NA,8.07058734671898
"Julius Peppers","LB","GB",2505010,1980-01-18,55,55,55,NA,48,0.625,3,-26.5388888888889,423,NA,7.77,NA,14,NA,NA,NA,NA
"Keith Tandy","DB","TB",2534741,1989-02-12,46.35,9.27000000000001,83.43,65.548798615993,79,0.1875,9,-26.6166666666667,425,NA,3.95,NA,4,NA,NA,NA,7.69312600716977
"Connor Barth","K","CHI",2507463,1986-04-11,85.7071810542399,19.41,123.061497326203,46.2811934188287,19,8.40795062025511,6,-26.6433374741048,426,160.826666666667,2.09666666666667,265.173333333333,8,29.1,2.6,328.5,4.35288712156644
"Ronald Darby","DB","BUF",2552689,1994-01-02,46.25,9.25000000000001,83.25,65.4073772597556,80,0.712499999999999,9,-26.7166666666667,427,NA,13.54,NA,1,NA,NA,NA,7.67399175479482
"K.J. Dillon","DB","HOU",2555372,1994-05-11,46.075,9.21500000000001,82.935,65.1598898863404,81,1.13333333333334,9,-26.8916666666667,428,NA,5.27,NA,0,NA,NA,NA,7.64050681313867
"Jerick McKinnon","RB","MIN",2543715,1992-05-03,59.2457142857143,14.14,98.837,49.7825155356901,55,4.83428571428571,9,-26.9509523809524,429,154.836666666667,6.46333333333333,274.163333333333,2,69.3,8,212.8,6.6833224545253
"Brent Urban","DL","BAL",2543765,1991-05-05,22.975,4.595,41.355,32.4915565955219,93,0.199999999999999,6,-27.2305555555556,430,170,1.21,260,2,NA,NA,NA,5.72613372653593
"Taylor Gabriel","WR","ATL",2550617,1991-02-17,64.4054761904762,5.824,110.457833333333,44.744543470776,66,1.15380952380952,6,-27.2667658730159,431,120.67,2.32666666666667,310.33,2,65,6.5,175.4,6.30968465542985
"Noah Spence","DL","TB",2555312,1994-01-08,22.8,6.6,34.92,19.7818098262014,94,0.150000000000002,6,-27.4055555555556,432,170,5.195,262,0,NA,NA,NA,3.66166068820705
"Lawrence Guy","DL","BAL",2495481,1990-03-17,22.75,4.55,40.95,32.1733585439879,95,0.362500000000001,6,-27.4555555555556,433,NA,5.02,NA,5,NA,NA,NA,5.67444809422842
"Saints","DST","NO",100022,NA,134.566666666667,41.8,101.2,31.7047765666762,27,0.958333333333314,8,-27.4944444444444,434,160.175,8.87,273.825,46,29.2,2.9,282.8,3.70007131364349
"Armonty Bryant","DL","DET",2540278,1990-05-20,22.55,4.51,40.59,31.8905158315133,96,0.329166666666669,6,-27.6555555555556,435,NA,2.5,NA,3,NA,NA,NA,5.62850530995509
"Karlos Dansby","LB","CIN",2506112,1981-11-03,53.75,10.75,96.75,76.0139789775539,50,0.158333333333331,3,-27.7888888888889,436,NA,18.33,NA,12,NA,NA,NA,7.91189516848123
"J.J. Nelson","WR","ARI",2552656,1992-04-24,63.7542857142857,19.39,96.329,36.185769838094,67,1.87976190476191,6,-27.9179563492063,437,95.2066666666667,3.04333333333333,341.793333333333,1,63.9,8.3,171.2,6.09133341358455
"Brian Cushing","LB","HOU",80421,1987-01-24,53.6166666666667,13.57,87.97,48.1060373896389,51,0.18333333333333,3,-27.9222222222222,438,170,5.955,268,7,NA,NA,NA,5.40660337462421
"Clayton Geathers","DB","IND",2552386,1992-06-01,45,9.00000000000001,81,63.6396103067893,82,0.174999999999997,9,-27.9666666666667,439,170,5.925,269,1,NA,NA,NA,7.434813600108
"Clay Matthews","LB","GB",80431,1986-05-14,53.5666666666667,15.9,80.86,46.3978806987273,52,0.554166666666667,3,-27.9722222222222,440,170,8.72,270,7,NA,NA,NA,5.25326240080564
"David Irving","DL","DAL",2553805,1993-08-18,22.225,4.445,40.005,31.430896423742,97,0.0166666666666657,6,-27.9805555555556,441,170,2.84,271,1,NA,NA,NA,5.55384828551091
"DaQuan Jones","DL","TEN",2543504,1991-12-17,22.2166666666667,5.03,38.23,20.9049236624613,98,0.191666666666666,6,-27.9888888888889,442,NA,5.15,NA,2,NA,NA,NA,3.84409061981902
"Tyrone Crawford","DL","DAL",2532821,1989-11-22,22.2,5.92,35.52,19.578559701878,99,0.462499999999999,6,-28.0055555555556,443,170,3.08,273,4,NA,NA,NA,3.62864630882416
"Eli Apple","DB","NYG",2555277,1995-08-09,44.8833333333333,12.93,68.93,38.9620434953473,83,0.550000000000004,9,-28.0833333333333,444,225.8,2.605,218.2,0,NA,NA,NA,4.09594877846556
"Johnathan Joseph","DB","HOU",2495872,1984-04-16,44.7666666666667,12.74,69.22,38.9222729723398,84,0.991666666666667,9,-28.2,445,170,3.355,275,10,NA,NA,NA,4.09056784276705
"Todd Davis","LB","DEN",2550930,1992-05-17,53.3,14.2,85.32,47.0188260168201,53,0.587500000000006,3,-28.2388888888889,446,170,5.035,276,2,NA,NA,NA,5.30900457028637
"Ethan Westbrooks","DL","LAR",2550449,1990-11-15,21.85,4.37,39.33,30.9005663378521,100,0.387500000000003,6,-28.3555555555556,447,NA,6.68,NA,2,NA,NA,NA,5.4677055649984
"Lions","DST","DET",100010,NA,133.683333333333,33.46,100.4,32.5842467293727,28,0.558333333333337,8,-28.3777777777778,448,158.066666666667,3.05666666666667,289.933333333333,46,24.6,3.4,247.8,4.47284468476239
"Jets","DST","NYJ",100024,NA,133.533333333333,41.32,102.2,31.4926547243528,29,4.01666666666668,8,-28.5277777777778,449,157.53,4.72,291.47,46,26,5.2,229.2,6.39584693824258
"Romeo Okwara","DL","NYG",2556641,1995-06-17,21.625,4.325,38.925,30.5823682863182,101,0.399999999999999,6,-28.5805555555556,450,NA,NA,NA,0,NA,NA,NA,5.41601993269089
"Kamalei Correa","LB","BAL",2555339,1994-04-27,52.725,10.545,94.905,74.5644100761214,54,0.200000000000003,3,-28.8138888888889,451,170,2.56,281,0,NA,NA,NA,7.78176758232627
"Darron Lee","LB","NYJ",2555322,1994-10-18,52.7,11.1,93.18,51.3572779652505,55,0.383333333333333,3,-28.8388888888889,452,170,9.88,282,0,NA,NA,NA,5.69846676083188
"Joe Flacco","QB","BAL",382,1985-01-16,201.40225,158.1632,240.2024,77.4665624604416,20,6.60050000000004,4,-28.8904166666667,453,112.4175,9.02333333333333,340.5825,8,22.7,2,165.6,5.71500424750962
"Cedric Thornton","DL","DAL",2495356,1988-06-21,21.3,4.98,36.18,19.7476580889988,102,0.1875,6,-28.9055555555556,454,NA,5.92,NA,5,NA,NA,NA,3.65611334395648
